State Code,County Code,Site Number,Latitude,Longitude,Site Established Date,Site Closed Date,Address,Zip Code,State Name,County Name,City Name
6,113,1003,38.66121,-121.73269,5/27/98,,"41929 E. GIBSON ROAD, WOODLAND",95776,California,Yolo,Woodland
6,113,2001,38.57146,-121.52579,1/1/80,,"132 15TH ST., WEST SACRAMENTO",95691,California,Yolo,West Sacramento
6,113,3001,38.679612,-121.771324,1/1/68,12/31/69,"COURTHOUSE, WOODLAND",95695,California,Yolo,Woodland
6,113,4001,38.896843,-121.967469,1/1/79,12/31/91,"1ST & MAIN, DUNNIGAN",,California,Yolo,Dunnigan
6,115,2,39.183505,-121.280513,1/1/80,12/31/91,"CDF, SMARTVILLE RD., SMARTVILLE",,California,Yuba,Smartville
6,115,1001,39.010173,-121.426069,1/1/80,12/31/83,"MAINTANCE YD., 4TH & 'A' STS., WHEATLAND",,California,Yuba,Wheatland
8,1,1,39.827594,-104.937668,1/1/64,4/21/01,4301 E 72ND AVE.,80022,Colorado,Adams,Commerce City
8,1,2,39.826532,-105.044381,1/1/70,12/31/84,7000 Utica St,80030,Colorado,Adams,Westminster
8,1,3,39.909429,-104.989425,10/1/90,11/1/95,11701 COMMUNITY CENTER DR.,80233,Colorado,Adams,Northglenn
8,1,5,39.795995,-104.978074,11/1/89,12/31/06,5400 N. WASHINGTON ST.,80216,Colorado,Adams,Commerce City
8,1,6,39.826007,-104.937438,1/1/01,5/31/15,7101 BIRCH ST.,80022,Colorado,Adams,Commerce City
8,1,7,39.799986,-104.911366,3/28/01,3/31/04,5580 NIAGARA ST.,80022,Colorado,Adams,Commerce City
8,1,8,39.82835,-104.93836,7/1/16,,4201 E. 72nd. Avenue,80022,Colorado,Adams,Commerce City
8,1,600,39.949707,-104.903865,6/21/93,9/30/93,13994  QUEBEC ST.,80602,Colorado,Adams,Brighton
8,1,1001,39.742487,-104.872199,1/1/67,7/1/90,1633 FLORENCE ST,80010,Colorado,Adams,Aurora
8,1,2001,39.987762,-104.818584,1/1/69,2/1/85,15 S. MAIN ST.,80601,Colorado,Adams,Brighton
8,1,2002,39.986324,-104.817683,10/1/88,12/31/06,22 S. 4TH AVE,80601,Colorado,Adams,Brighton
8,1,2600,39.985817,-104.824972,11/9/87,1/31/88,Aprox 1900 E. Hwy 7 - BRIGHTON WATER TOWER,80601,Colorado,Adams,Brighton
8,1,3001,39.838119,-104.94984,7/1/73,,3174 E. 78TH AVE.,80229,Colorado,Adams,Welby
8,1,7001,39.825542,-104.9022,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7002,39.855819,-104.881365,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7003,39.86943,-104.839141,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7004,39.826653,-104.800529,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7005,39.799709,-104.841641,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7006,39.81943,-104.846364,1/1/88,,ROCKY MOUNTAIN ARSENAL AQ6,,Colorado,Adams,Commerce City
8,1,7007,39.821097,-104.880532,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7008,39.827764,-104.842474,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7009,39.841375,-104.838308,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7010,39.822764,-104.846086,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7011,39.854986,-104.853309,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7012,39.85443,-104.83553,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7013,39.858319,-104.847474,3/31/91,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7014,39.851653,-104.847752,3/31/91,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7015,39.842486,-104.84303,1/1/88,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7201,39.854986,-104.853309,1/1/81,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7202,39.85443,-104.837197,1/1/81,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,1,7203,39.827764,-104.83303,1/1/81,,ROCKY MOUNTAIN ARSENAL,,Colorado,Adams,Commerce City
8,3,1,37.469391,-105.878691,1/1/70,,208 EDGEMONT BLVD.,81102,Colorado,Alamosa,Alamosa
8,3,2,37.708335,-105.517789,3/1/88,9/30/91,GREAT SAND DUNES NM,,Colorado,Alamosa,Not in a City
8,3,3,37.469584,-105.863175,4/1/02,,425 4TH ST.,81101,Colorado,Alamosa,Alamosa
8,3,1001,37.724186,-105.516406,1/1/70,4/1/79,ENTRANCE STATION SAND DUNES NATL MONUMEN,81146,Colorado,Alamosa,Not in a City
8,3,9000,37.724919,-105.519073,5/4/88,,Great Sand Dunes NM,81146,Colorado,Alamosa,Not in a City
8,5,1,39.639432,-104.832754,1/7/68,1/1/82,Aprox 3268 Cherry Creek Dam Rd,80014,Colorado,Arapahoe,Aurora
8,5,2,39.567887,-104.957193,6/21/78,,8100 S. UNIVERSITY BLVD,80122,Colorado,Arapahoe,Southglenn
8,5,3,39.657209,-104.998594,4/1/88,10/7/98,3300 S. HURON ST.,80110,Colorado,Arapahoe,Englewood
8,5,4,39.659155,-104.846921,10/20/88,2/1/90,3180 S.PARKER RD.,80014,Colorado,Arapahoe,Aurora
8,5,5,39.604399,-105.019526,12/1/98,,6190 S. SANTA FE DR.,80120,Colorado,Arapahoe,Littleton
8,5,6,39.638522,-104.569335,6/9/09,,36001 E. Quincy Ave.,80137,Colorado,Arapahoe,Not in a City
8,5,7,39.572756,-104.848992,4/1/10,12/31/14,7800 S. Peoria,80112,Colorado,Arapahoe,Not in a City
8,5,600,39.652209,-104.993594,10/22/86,12/29/86,3600 S. ELATI AVE.,80110,Colorado,Arapahoe,Englewood
8,5,824,39.615544,-104.98526,10/15/82,2/28/83,3600 S. ELATI AVE.,80110,Colorado,Arapahoe,Englewood
8,5,825,39.605544,-104.901646,10/1/82,1/31/92,6060 S. QUEBEC ST.,80111,Colorado,Arapahoe,Greenwood Village
8,5,1001,39.628321,-104.988316,1/1/64,4/1/95,4857 S BROADWAY,80110,Colorado,Arapahoe,Englewood
8,5,1002,39.71721,-104.84192,9/1/80,1/1/89,50 S. PEORIA AVE.,80012,Colorado,Arapahoe,Aurora
8,5,2001,39.613049,-105.019184,1/1/69,1/1/73,2450 W.  MAIN ST.,80120,Colorado,Arapahoe,Littleton
8,5,2002,39.614437,-105.025573,1/1/73,1/1/79,CENTENNIAL WELLS,80123,Colorado,Arapahoe,Littleton
8,7,1,37.26842,-107.009659,8/1/75,,309 LEWIS ST.,81147,Colorado,Archuleta,Pagosa Springs
8,7,2,37.266434,-107.012731,3/1/87,6/5/01,486 SAN JUAN ST.,81147,Colorado,Archuleta,Pagosa Springs
8,7,7004,37.205862,-107.254118,6/1/17,,"398 CO- 151 Pagosa Springs, CO",81147,Colorado,Archuleta,Not in a City
8,13,1,40.018597,-105.278324,1/1/65,9/30/97,1388 SPRUCE ST.,80302,Colorado,Boulder,Boulder
8,13,2,40.037486,-105.281974,1/1/67,1/1/68,3450 BROADWAY,80304,Colorado,Boulder,Boulder
8,13,3,40.164576,-105.100856,6/4/85,,350 KIMBARK ST.,80501,Colorado,Boulder,Longmont
8,13,4,40.023319,-105.280584,1/1/64,1/1/66,2441 13TH ST.,80304,Colorado,Boulder,Boulder
8,13,5,40.008598,-105.268917,9/1/75,10/1/77,Aprox 1940 COLORADO AVE.,80309,Colorado,Boulder,Boulder
8,13,6,40.01332,-105.253083,12/1/75,1/1/80,3026  MARINE ST.,80303,Colorado,Boulder,Boulder
8,13,7,39.941,-105.612,7/24/08,,Eldora Ski Area,80466,Colorado,Boulder,Not in a City
8,13,8,40.010264,-105.276379,10/1/78,1/1/82,Aprox 1304 UNIVERSITY AVE.,80302,Colorado,Boulder,Boulder
8,13,9,40.166586,-105.102402,11/1/89,12/31/11,440 MAIN ST.,80501,Colorado,Boulder,Longmont
8,13,10,40.024153,-105.258045,12/1/93,5/16/05,2150 28TH ST.,80301,Colorado,Boulder,Boulder
8,13,11,39.957212,-105.238458,6/1/94,12/31/15,1405 1/2 S. FOOTHILLS PARKWAY,80303,Colorado,Boulder,Boulder
8,13,12,40.021097,-105.263382,12/1/94,,2440 PEARL ST.,80302,Colorado,Boulder,Boulder
8,13,13,40.201323,-105.191168,11/7/98,5/1/02,7024 UTE HIGHWAY,80503,Colorado,Boulder,Longmont
8,13,14,40.070016,-105.220238,9/1/16,,5545 Reservoir Road.,80301,Colorado,Boulder,Boulder
8,13,600,40.177207,-105.102761,1/1/88,2/8/89,11TH & MAIN ST.,80501,Colorado,Boulder,Longmont
8,13,601,40.162485,-105.156097,6/1/88,1/1/89,AIRPORT ROAD,80503,Colorado,Boulder,Longmont
8,13,602,39.949153,-105.198876,6/1/93,9/30/93,2602 S. 66TH ST.,80027,Colorado,Boulder,Louisville
8,13,603,39.95693,-105.238878,6/1/93,9/30/93,1405 1/2 S. FOOTHILLS PKWY.,80305,Colorado,Boulder,Boulder
8,13,1001,40.012969,-105.267212,12/1/80,,2102 ATHENS ST.,80302,Colorado,Boulder,Boulder
8,13,2600,40.021653,-105.258323,11/22/88,2/9/89,28TH & PEARL ST.,80303,Colorado,Boulder,Boulder
8,13,3001,40.165818,-105.101095,1/1/66,1/1/86,350 KIMBARK ST,80501,Colorado,Boulder,Longmont
8,13,7001,40.013783,-105.25405,2/1/07,,1565 30th St,80303,Colorado,Boulder,Boulder
8,13,7002,40.1489,-105.059233,2/1/07,,12525 Quicksilver Road,80501,Colorado,Boulder,Not in a City
8,13,7003,40.204183,-105.248233,2/1/07,,12650 North Foothills Highway,80503,Colorado,Boulder,Not in a City
8,13,7004,40.03625,-105.543383,1/19/07,,818 County Road 116,80481,Colorado,Boulder,Not in a City
8,13,7005,39.9572,-105.23847,1/1/07,,1405 1/2 S. FOOTHILLS PARKWAY,80303,Colorado,Boulder,Not in a City
8,14,2001,39.922763,-105.086928,1/1/66,1/1/82,NO 8 GARDEN OFFICE CENTER,80020,Colorado,Broomfield,Broomfield
8,15,1,38.91,-106.001,5/21/09,,Trout Creek Pass,81211,Colorado,Chaffee,Not in a City
8,19,1,39.742488,-105.509719,1/1/71,1/1/84,FIRE STATION,80452,Colorado,Clear Creek,Idaho Springs
8,19,2,39.68082,-105.893068,1/1/79,1/1/86,LOVELAND BASIN SKI AREA,80439,Colorado,Clear Creek,Not in a city
8,19,3,39.575,-105.73,6/11/08,,Geneva Basin,80452,Colorado,Clear Creek,Not in a City
8,19,4,39.643,-105.592,8/23/07,,Goliath Peak,80452,Colorado,Clear Creek,Not in a City
8,19,5,39.587,-105.641,7/25/07,,Mount Evans,80452,Colorado,Clear Creek,Not in a City
8,19,6,39.794391,-105.76398,7/1/14,,Near summit of Berthoud Pass off US Highway 40,80452,Colorado,Clear Creek,Not in a City
8,23,1,37.439024,-105.525571,4/1/70,1/1/71,US HIGHWAY 160,81123,Colorado,Costilla,Blanca
8,29,1,38.74304,-108.070069,8/1/71,1/1/84,FIRE STATION,81416,Colorado,Delta,Delta
8,29,2,38.738317,-108.073125,1/1/81,1/1/89,214 5th SAve.,81416,Colorado,Delta,Delta
8,29,3,38.740817,-108.071458,12/1/88,8/24/93,214 5TH ST.,81416,Colorado,Delta,Delta
8,29,4,38.739213,-108.073118,8/1/93,,560 DODGE ST.,81416,Colorado,Delta,Delta
8,29,5,38.868289,-107.59652,10/22/96,12/31/01,430 BOX ELDER AVE.,81428,Colorado,Delta,Paonia
8,29,6,38.796898,-107.72264,10/1/96,1/23/01,222 W. BRIDGE ST.,81419,Colorado,Delta,Hotchkiss
8,29,7,38.8764,-107.6023,4/6/18,,"Paonia, Colorado",81428,Colorado,Delta,Not in a City
8,31,1,39.741376,-104.992481,1/4/57,12/31/92,414 14TH ST.,80202,Colorado,Denver,Denver
8,31,2,39.751184,-104.987625,1/1/65,,2105 BROADWAY,80205,Colorado,Denver,Denver
8,31,3,39.69832,-104.986648,1/1/64,1/1/87,1050 S BROADWAY- GATES,80209,Colorado,Denver,Denver
8,31,4,39.788602,-104.973073,1/1/64,10/31/76,5101 FRANKLIN ST.,80216,Colorado,Denver,Denver
8,31,5,39.759713,-105.022796,1/1/64,12/31/68,2960 N SPEER BLVD,80211,Colorado,Denver,Denver
8,31,6,39.77138,-104.927793,1/1/64,12/31/76,5105 E 38TH AVE,80207,Colorado,Denver,Denver
8,31,7,39.732487,-104.923034,1/1/64,1/1/87,4210 E 11TH AVE,80220,Colorado,Denver,Denver
8,31,8,39.753094,-105.048726,1/1/68,1/1/72,2400 WOLFF ST.,80212,Colorado,Denver,Denver
8,31,9,39.749154,-105.031927,7/1/68,1/1/83,2095 JULIAN ST.,80211,Colorado,Denver,Denver
8,31,10,39.738876,-104.941091,2/1/70,1/1/84,1492 COLORADO BLVD.,80220,Colorado,Denver,Denver
8,31,11,39.679987,-104.996927,2/1/73,12/31/86,2005 S. HURON ST.,80223,Colorado,Denver,Denver
8,31,12,39.790819,-104.972203,10/1/76,1/1/83,701 51ST AVE.,80216,Colorado,Denver,Denver
8,31,13,39.738578,-104.939925,1/1/83,,14TH AVE. & ALBION ST.,80220,Colorado,Denver,Denver
8,31,14,39.751761,-105.030681,6/1/82,4/1/13,2325 IRVING ST.,80211,Colorado,Denver,Denver
8,31,15,39.698008,-104.987111,8/1/86,6/22/05,1050 S BROADWAY,80209,Colorado,Denver,Denver
8,31,16,39.737061,-104.964411,1/1/90,12/31/90,1901 E. 13TH AVE. - DECSI BLDG VIZ SITE,80206,Colorado,Denver,Denver
8,31,17,39.740342,-104.991037,12/1/92,,225 W. COLFAX AVE.,80202,Colorado,Denver,Denver
8,31,18,39.748155,-105.003141,11/1/93,3/16/94,1300 Blake St.  - Blake Side,80204,Colorado,Denver,Denver
8,31,19,39.748163,-105.002564,11/1/93,12/15/11,1300 Blake St.,80204,Colorado,Denver,Denver
8,31,20,39.731376,-104.941368,11/1/94,3/31/95,935 COLORADO BLVD.,80206,Colorado,Denver,Denver
8,31,21,39.746955,-105.003604,3/30/99,12/2/10,12th St. and Auraria Parkway,80204,Colorado,Denver,Denver
8,31,22,39.717251,-104.893222,9/1/00,12/31/06,8100 LOWRY BLVD.,80230,Colorado,Denver,Denver
8,31,23,39.781083,-104.95665,7/1/02,12/31/12,4650 Columbine St.,80216,Colorado,Denver,Denver
8,31,24,39.697677,-104.984021,3/1/05,7/15/05,305 E. MISSISSIPPI AVE.,80210,Colorado,Denver,Denver
8,31,25,39.704005,-104.998113,7/27/05,9/3/12,678 S. JASON ST.,80223,Colorado,Denver,Denver
8,31,26,39.77949,-105.00518,9/27/12,,4545 Navajo St.,80211,Colorado,Denver,Not in a City
8,31,27,39.73217,-105.0153,6/1/13,,971 Yuma Street,80204,Colorado,Denver,Denver
8,31,28,39.7861,-104.9886,10/1/15,,4903 Acoma St.,80216,Colorado,Denver,Denver
8,31,602,39.788319,-104.987203,11/1/89,1/1/92,5075 LINCOLN ST.,80216,Colorado,Denver,Denver
8,31,603,39.794986,-104.97748,11/1/89,1/1/92,5400 N. WASHINGTON ST.,80216,Colorado,Denver,Denver
8,31,611,39.731931,-104.924701,11/1/87,7/1/88,995 GRAPE ST.,80220,Colorado,Denver,Denver
8,31,612,39.746376,-105.005537,7/1/87,2/29/88,10TH AVE. & WALNUT ST.,80204,Colorado,Denver,Denver
8,31,817,39.784154,-104.915256,10/1/82,2/28/83,4845 OAKLAND ST.,80239,Colorado,Denver,Denver
8,31,818,39.767487,-104.967203,10/1/82,2/28/83,1300 Blake St. - Blake Side,80204,Colorado,Denver,Denver
8,31,819,39.747209,-105.002759,10/1/82,2/28/83,1300 Blake St - Speer Side,80204,Colorado,Denver,Denver
8,31,820,39.767487,-105.007759,10/1/82,2/28/83,3635 QUIVAS ST.,80211,Colorado,Denver,Denver
8,31,821,39.719431,-104.983593,10/1/82,2/28/83,208 GRANT ST.,80203,Colorado,Denver,Denver
8,31,822,39.723876,-104.984148,10/1/82,2/28/83,208 GRANT ST.,80203,Colorado,Denver,Denver
8,31,823,39.652473,-104.925926,10/1/82,2/28/83,3509 S. GLENCOE ST.,80237,Colorado,Denver,Denver
8,31,1601,39.777209,-104.986093,10/1/82,1/1/92,4425 LINCOLN ST.,80216,Colorado,Denver,Denver
8,31,8001,39.743499,-105.0081,5/27/05,,670 LAWRENCE ST.,,Colorado,Denver,Denver
8,31,8002,39.782905,-104.956628,6/1/05,,4650 COLUMBINE STREET,,Colorado,Denver,Denver
8,31,8003,39.733862,-104.924871,6/1/05,,995 GRAPE STREET,,Colorado,Denver,Denver
8,31,8004,39.701202,-104.996302,6/1/05,,900 S. HURON STREET,,Colorado,Denver,Denver
8,31,8005,39.783546,-104.955857,2/24/06,,4690 ELIZABETH STREET,,Colorado,Denver,Denver
8,35,1,39.370778,-104.858576,1/1/69,7/1/01,310 3RD ST.,80104,Colorado,Douglas,Castle Rock
8,35,2,39.537488,-105.065541,4/1/95,5/5/04,ROXBOROUGH PARK ROAD,80125,Colorado,Douglas,Roxborough Park
8,35,3,39.519667,-104.767157,3/31/00,12/27/01,10851 S. CROSSROADS DR.,80134,Colorado,Douglas,Parker
8,35,4,39.534488,-105.070358,4/15/04,,11500 N. Roxborough Park Rd.,80125,Colorado,Douglas,Roxborough Park
8,35,5,39.332928,-104.745221,5/1/13,12/31/14,Castlewood Canyon State Park,80116,Colorado,Douglas,Not in a City
8,35,603,39.533321,-104.943037,5/1/93,9/30/93,S. DANIELS PARK RD,80126,Colorado,Douglas,Littleton
8,37,1,39.639153,-106.358917,1/1/73,7/1/90,181 E MEADOW DR,81657,Colorado,Eagle,Vail
8,37,2,39.64193,-106.344473,9/1/75,1/1/89,GORE CREEK DRIVE,81657,Colorado,Eagle,Vail
8,37,3,39.642486,-106.395029,10/1/75,1/1/89,2131 S. FRONTAGE RD,81657,Colorado,Eagle,Vail
8,37,4,39.653042,-106.828928,2/1/76,1/1/84,75 S FRONTAGE RD W,81657,Colorado,Eagle,Vail
8,37,5,39.629153,-106.418085,4/1/86,12/31/89,2131 S. FRONTAGE RD. WEST,81657,Colorado,Eagle,Vail
8,37,6,39.56443,-106.416974,12/1/78,1/1/89, 75 S. FRONTAGE RD,81657,Colorado,Eagle,Vail
8,37,7,39.63982,-106.393668,12/1/87,7/1/01,846 FOREST RD,81657,Colorado,Eagle,Vail
8,37,609,39.642208,-106.394752,11/1/87,3/31/88,890 S. FRONTAGE ROAD WEST,81657,Colorado,Eagle,Vail
8,37,610,39.564708,-106.418085,7/1/89,1/1/92,302 Pine St.,81645,Colorado,Eagle,Minturn
8,37,611,39.586375,-106.429752,7/1/89,2/28/90,1950 MAIN ST.,81645,Colorado,Eagle,Minturn
8,37,612,39.563042,-106.415029,7/1/89,12/31/94,1950 S MAIN ST,81645,Colorado,Eagle,Minturn
8,39,1,39.231384,-104.63477,12/1/98,4/30/11,24950 BEN KELLY RD,80106,Colorado,Elbert,Not in a City
8,41,1,38.875271,-104.826642,1/1/73,1/1/81,2982 BEACON ST.,80907,Colorado,El Paso,Colorado Springs
8,41,2,38.836116,-104.821393,1/1/64,1/1/71,107 NEVADA AVE.,80903,Colorado,El Paso,Colorado Springs
8,41,3,38.825005,-104.828061,1/1/65,1/1/76,205 W.  RIO GRANDE ST.,80903,Colorado,El Paso,Colorado Springs
8,41,4,38.82416,-104.824141,5/1/75,7/31/97,712 S. TEJON ST.,80903,Colorado,El Paso,Colorado Springs
8,41,5,38.75084,-104.741113,1/1/78,1/1/80,401 SECURITY BLVD.,80911,Colorado,El Paso,Security-Widefield
8,41,6,38.85054,-104.83063,1/1/80,1/8/07,1098 GLENN ST. - I-25& UINTAH AVE.,80905,Colorado,El Paso,Colorado Springs
8,41,7,38.839437,-104.799974,1/1/80,1/1/89,501 N FOOTE ST.,80909,Colorado,El Paso,Colorado Springs
8,41,8,38.895975,-104.761296,1/1/81,12/31/06, 3730 MEADOWLANDS BLVD,80918,Colorado,El Paso,Colorado Springs
8,41,9,38.825271,-104.826363,1/1/80,1/1/89,200 S. CASCADE AVE.,80903,Colorado,El Paso,Colorado Springs
8,41,10,38.842494,-104.774974,3/1/87,12/31/98,701 N.CIRCLE DR.,80909,Colorado,El Paso,Colorado Springs
8,41,11,38.828042,-104.827739,2/1/87,12/31/08,101 W. COSTILLIA ST.,80903,Colorado,El Paso,Colorado Springs
8,41,12,38.898048,-104.837754,8/1/88,6/10/96,4705 N. CHESTNUT ST.,80907,Colorado,El Paso,Colorado Springs
8,41,13,38.958341,-104.817215,5/15/96,,"ROAD 640, USAF ACADEMY",80840,Colorado,El Paso,Air Force Academy
8,41,14,38.92249,-104.996369,8/13/97,2/8/99,9400 CHIPITA PARK RD,80909,Colorado,El Paso,Cascade-Chipita Park
8,41,15,38.830895,-104.839243,11/17/98,,690 W. HIGHWAY 24,80905,Colorado,El Paso,Colorado Springs
8,41,16,38.853097,-104.901289,4/19/04,,101 BANKS PL.,80829,Colorado,El Paso,Manitou Springs (Manitou)
8,41,17,38.848014,-104.828564,12/1/07,,130 W. CACHE LA POUDRE,80903,Colorado,El Paso,Colorado Springs
8,41,2001,38.758606,-104.753861,1/1/81,5/24/88,PINELLO RANCH,80911,Colorado,El Paso,Security-Widefield
8,41,3001,38.857769,-104.912476,1/1/67,1/1/82,MANITOU AVE & CENTRAL ST,80829,Colorado,El Paso,Manitou Springs (Manitou)
8,41,6001,38.633608,-104.716085,1/1/88,9/30/01,R.D. NIXON POWER PLANT_EXIT 125 OFF I-25,,Colorado,El Paso,Not in a City
8,41,6002,38.884994,-104.681639,1/1/88,8/16/90,3550 MARKSHEFFEL ROAD,,Colorado,El Paso,Colorado Springs
8,41,6003,38.597498,-104.674972,1/1/88,4/1/91,EXIT 123 OFF OF I-25,,Colorado,El Paso,Colorado Springs
8,41,6004,38.921382,-104.813032,1/1/88,9/30/01,6000 PULPIT ROCK DRIVE.,,Colorado,El Paso,Colorado Springs
8,41,6005,38.763328,-104.757472,1/1/88,9/30/01,4940 S. HIGHWAY 85/87,,Colorado,El Paso,Not in a City
8,41,6006,38.92249,-104.996369,1/1/88,9/30/01,9400 CHIPITA PARK ROAD,,Colorado,El Paso,Not in a City
8,41,6007,38.823603,-104.832752,1/1/88,9/30/01,700 SOUTH CONEJOS ST,,Colorado,El Paso,Colorado Springs
8,41,6008,38.799715,-104.818029,1/1/88,9/30/01,2280 SOUTHGATE ROAD,,Colorado,El Paso,Colorado Springs
8,41,6009,38.64083,-104.71414,1/1/88,9/30/01,R.D.NIXON POWER PLANT EXIT 125 OFF I-25,,Colorado,El Paso,Not in a City
8,41,6011,38.84666,-104.827753,1/1/88,9/30/01,130 WEST CACHE LA POUDRE,,Colorado,El Paso,Colorado Springs
8,41,6013,38.810549,-104.817473,1/1/88,9/30/01,1699 S. CORONA AVE,,Colorado,El Paso,Colorado Springs
8,41,6016,38.89805,-104.76192,7/16/92,9/30/01,3730 MEADOWLAND BLVD.,,Colorado,El Paso,Colorado Springs
8,41,6017,38.795272,-104.796085,1/1/97,11/30/97,2755 JANITELL ROAD,,Colorado,El Paso,Colorado Springs
8,41,6018,38.811384,-104.751918,1/1/97,9/30/01,4125 CENTER PARK DRIVE,,Colorado,El Paso,Colorado Springs
8,43,1,38.442621,-105.239718,1/1/69,10/31/04,712 MACON AVE.,81212,Colorado,Fremont,Canon City
8,43,2,38.435554,-105.243324,10/1/92,12/9/96,221 GRIFFIN ST.,81212,Colorado,Fremont,Canon City
8,43,3,38.43829,-105.24504,10/6/04,,128 MAIN ST.,81212,Colorado,Fremont,Canon City
8,43,615,38.431109,-105.214989,6/1/80,1/1/84, 1240 MC KINLEY ST,81212,Colorado,Fremont,Canon City
8,43,1001,38.39,-105.117487,2/1/70,1/1/84,101 MAIN ST.,81226,Colorado,Fremont,Florence
8,45,1,39.531647,-107.780342,1/1/68,1/1/85,111 E 3RD AVE.,81650,Colorado,Garfield,Rifle
8,45,2,39.531647,-107.784509,5/1/69,12/31/89,337 EAST AVE.,81650,Colorado,Garfield,Rifle
8,45,3,39.453868,-108.053164,1/1/73,1/1/79,GRAND VALLEY SCHOOL,81635,Colorado,Garfield,Parachute
8,45,4,39.53334,-107.79529,1/1/82,1/1/86, 520 COUNTY ROAD 265,81650,Colorado,Garfield,Rifle
8,45,5,39.453654,-108.053259,1/1/82,,100 E. 2ND ST.,81635,Colorado,Garfield,Parachute
8,45,6,39.531811,-107.782288,12/1/87,7/1/01,200 W. 3RD ST.,81650,Colorado,Garfield,Rifle
8,45,7,39.531813,-107.782298,5/1/05,1/16/17,144 E. 3RD AVE.,81650,Colorado,Garfield,Rifle
8,45,8,39.573536,-107.534626,5/1/05,12/31/07,402 W. MAIN ST.,81647,Colorado,Garfield,New Castle
8,45,9,39.487755,-107.659685,5/1/05,,512 OWENS DR.,81652,Colorado,Garfield,Silt
8,45,10,39.43089,-107.652665,5/1/05,12/31/07,884 COUNTY ROAD 327,81652,Colorado,Garfield,Silt
8,45,11,39.567945,-107.683245,5/1/05,5/31/07,5933 COUNTY ROAD 233,81652,Colorado,Garfield,Silt
8,45,12,39.54182,-107.784125,6/20/08,,195 W. 14th St.,81650,Colorado,Garfield,Rifle
8,45,13,39.489,-107.66,3/2/07,,Bell Ranch,81652,Colorado,Garfield,Not in a City
8,45,14,39.799,-107.617,6/3/09,,Flattops #3,81647,Colorado,Garfield,Not in a City
8,45,15,40.085,-107.312,6/1/07,,Ripple Creek Pass,81641,Colorado,Garfield,Not in a City
8,45,16,39.426,-107.38,3/29/07,,Sunlight Mountain,81601,Colorado,Garfield,Not in a City
8,45,17,39.489,-107.168,6/6/08,,Wilson,81623,Colorado,Garfield,Not in a City
8,45,18,39.412278,-107.230397,5/12/12,,Rocky Mountain School (Boathouse),81623,Colorado,Garfield,Carbondale
8,45,19,39.43806,-108.02611,9/1/10,,Garfield County - Battlement Mesa,81635,Colorado,Garfield,Battlement Mesa
8,45,20,39.5464,-107.3286,2/11/15,,"Vogelaar Park, Glenwood Springs",81601,Colorado,Garfield,Glenwood Springs
8,45,21,39.4125,-107.23056,3/29/12,,"Rocky Mountain School, Carbondale",81623,Colorado,Garfield,Not in a City
8,45,22,39.598,-108.805,5/2/15,,Douglas Pass,81630,Colorado,Garfield,Not in a City
8,45,23,39.53068,-107.78225,1/19/17,,207 East Avenue,81650,Colorado,Garfield,Rifle
8,45,24,39.598,-108.805,5/2/15,,Douglas Pass,81630,Colorado,Garfield,Not in a City
8,45,25,39.598,-108.805,5/2/15,,Douglas Pass,81630,Colorado,Garfield,Not in a City
8,45,26,39.598,-108.805,5/2/15,,Douglas Pass,81630,Colorado,Garfield,Not in a City
8,45,600,39.383872,-107.206718,12/1/85,12/31/91,508 Main St,81623,Colorado,Garfield,Carbondale
8,45,1001,39.529426,-107.324776,1/1/67,12/31/07,109 8TH ST.,81601,Colorado,Garfield,Glenwood Springs
8,45,1002,39.546649,-107.325338,9/1/76,7/1/01,806 COOPER AVE.,81601,Colorado,Garfield,Glenwood Springs
8,47,1,39.801655,-105.496145,1/1/71,1/1/74,FIRE STATION,80422,Colorado,Gilpin,Black Hawk
8,47,2,39.80471,-105.514442,8/15/89,11/13/89,116 LAWRENCE ST.,80403,Colorado,Gilpin,Central City
